name1,name,liked,difficulty,passed,submitted,url
542. 01 矩阵,01 Matrix,127,中等,"8,508","22,916",https://leetcode-cn.com/problems/01-matrix
109. 有序链表转换二叉搜索树,Convert Sorted List To Binary Search Tree,125,中等,"14,844","21,371",https://leetcode-cn.com/problems/convert-sorted-list-to-binary-search-tree
219. 存在重复元素 II,Contains Duplicate Ii,125,简单,"28,222","76,828",https://leetcode-cn.com/problems/contains-duplicate-ii
162. 寻找峰值,Find Peak Element,125,中等,"23,306","53,684",https://leetcode-cn.com/problems/find-peak-element
230. 二叉搜索树中第K小的元素,Kth Smallest Element In A Bst,122,中等,"29,477","43,757",https://leetcode-cn.com/problems/kth-smallest-element-in-a-bst
103. 二叉树的锯齿形层次遍历,Binary Tree Zigzag Level Order Traversal,122,中等,"25,619","48,575",https://leetcode-cn.com/problems/binary-tree-zigzag-level-order-traversal
455. 分发饼干,Assign Cookies,121,简单,"20,663","39,441",https://leetcode-cn.com/problems/assign-cookies
378. 有序矩阵中第K小的元素,Kth Smallest Element In A Sorted Matrix,121,中等,"11,172","19,594",https://leetcode-cn.com/problems/kth-smallest-element-in-a-sorted-matrix
303. 区域和检索 - 数组不可变,Range Sum Query Immutable,120,简单,"24,012","41,032",https://leetcode-cn.com/problems/range-sum-query-immutable
130. 被围绕的区域,Surrounded Regions,120,中等,"16,685","43,374",https://leetcode-cn.com/problems/surrounded-regions
784. 字母大小写全排列,Letter Case Permutation,119,简单,"11,203","18,279",https://leetcode-cn.com/problems/letter-case-permutation
224. 基本计算器,Basic Calculator,119,困难,"7,837","21,651",https://leetcode-cn.com/problems/basic-calculator
315. 计算右侧小于当前元素的个数,Count Of Smaller Numbers After Self,118,困难,"7,835","21,505",https://leetcode-cn.com/problems/count-of-smaller-numbers-after-self
596. 超过5名学生的课,Classes More Than 5 Students,117,简单,"23,316","59,844",https://leetcode-cn.com/problems/classes-more-than-5-students
415. 字符串相加,Add Strings,117,简单,"19,166","39,449",https://leetcode-cn.com/problems/add-strings
191. 位1的个数,Number Of 1 Bits,116,简单,"39,719","63,526",https://leetcode-cn.com/problems/number-of-1-bits
290. 单词规律,Word Pattern,116,简单,"14,777","35,744",https://leetcode-cn.com/problems/word-pattern
199. 二叉树的右视图,Binary Tree Right Side View,115,中等,"13,798","22,187",https://leetcode-cn.com/problems/binary-tree-right-side-view
278. 第一个错误的版本,First Bad Version,115,简单,"30,516","86,534",https://leetcode-cn.com/problems/first-bad-version
99. 恢复二叉搜索树,Recover Binary Search Tree,115,困难,"8,526","15,703",https://leetcode-cn.com/problems/recover-binary-search-tree
153. 寻找旋转排序数组中的最小值,Find Minimum In Rotated Sorted Array,113,中等,"24,918","49,835",https://leetcode-cn.com/problems/find-minimum-in-rotated-sorted-array
220. 存在重复元素 III,Contains Duplicate Iii,113,中等,"10,498","41,269",https://leetcode-cn.com/problems/contains-duplicate-iii
905. 按奇偶排序数组,Sort Array By Parity,113,简单,"26,798","39,479",https://leetcode-cn.com/problems/sort-array-by-parity
232. 用栈实现队列,Implement Queue Using Stacks,113,简单,"26,344","42,579",https://leetcode-cn.com/problems/implement-queue-using-stacks
407. 接雨水 II,Trapping Rain Water Ii,112,困难,"1,419","4,357",https://leetcode-cn.com/problems/trapping-rain-water-ii
328. 奇偶链表,Odd Even Linked List,112,中等,"21,779","36,193",https://leetcode-cn.com/problems/odd-even-linked-list
115. 不同的子序列,Distinct Subsequences,111,困难,"6,988","15,288",https://leetcode-cn.com/problems/distinct-subsequences
97. 交错字符串,Interleaving String,111,困难,"7,720","20,450",https://leetcode-cn.com/problems/interleaving-string
450. 删除二叉搜索树中的节点,Delete Node In A Bst,110,中等,"6,717","18,228",https://leetcode-cn.com/problems/delete-node-in-a-bst
595. 大的国家,Big Countries,109,简单,"35,872","47,135",https://leetcode-cn.com/problems/big-countries
650. 只有两个键的键盘,2 Keys Keyboard,109,中等,"5,025","10,933",https://leetcode-cn.com/problems/2-keys-keyboard
190. 颠倒二进制位,Reverse Bits,109,简单,"25,629","49,132",https://leetcode-cn.com/problems/reverse-bits
696. 计数二进制子串,Count Binary Substrings,109,简单,"6,063","12,467",https://leetcode-cn.com/problems/count-binary-substrings
376. 摆动序列,Wiggle Subsequence,108,中等,"8,508","21,162",https://leetcode-cn.com/problems/wiggle-subsequence
707. 设计链表,Design Linked List,108,中等,"13,304","56,585",https://leetcode-cn.com/problems/design-linked-list
74. 搜索二维矩阵,Search A 2D Matrix,108,中等,"24,558","67,202",https://leetcode-cn.com/problems/search-a-2d-matrix
718. 最长重复子数组,Maximum Length Of Repeated Subarray,107,中等,"6,959","14,598",https://leetcode-cn.com/problems/maximum-length-of-repeated-subarray
89. 格雷编码,Gray Code,106,中等,"15,355","22,929",https://leetcode-cn.com/problems/gray-code
404. 左叶子之和,Sum Of Left Leaves,106,简单,"13,692","25,902",https://leetcode-cn.com/problems/sum-of-left-leaves
116. 填充每个节点的下一个右侧节点指针,Populating Next Right Pointers In Each Node,106,中等,"18,239","35,854",https://leetcode-cn.com/problems/populating-next-right-pointers-in-each-node
657. 机器人能否返回原点,Robot Return To Origin,105,简单,"24,994","34,425",https://leetcode-cn.com/problems/robot-return-to-origin
229. 求众数 II,Majority Element Ii,105,中等,"8,897","21,145",https://leetcode-cn.com/problems/majority-element-ii
173. 二叉搜索树迭代器,Binary Search Tree Iterator,105,中等,"10,294","14,808",https://leetcode-cn.com/problems/binary-search-tree-iterator
714. 买卖股票的最佳时机含手续费,Best Time To Buy And Sell Stock With Transaction Fee,105,中等,"7,472","12,670",https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
147. 对链表进行插入排序,Insertion Sort List,105,中等,"16,220","26,245",https://leetcode-cn.com/problems/insertion-sort-list
653. 两数之和 IV - 输入 BST,Two Sum Iv Input Is A Bst,104,简单,"8,939","17,022",https://leetcode-cn.com/problems/two-sum-iv-input-is-a-bst
698. 划分为k个相等的子集,Partition To K Equal Sum Subsets,104,中等,"5,272","13,087",https://leetcode-cn.com/problems/partition-to-k-equal-sum-subsets
445. 两数相加 II,Add Two Numbers Ii,103,中等,"10,094","19,240",https://leetcode-cn.com/problems/add-two-numbers-ii
709. 转换成小写字母,To Lower Case,103,简单,"33,537","44,635",https://leetcode-cn.com/problems/to-lower-case
262. 行程和用户,Trips And Users,103,困难,"9,189","20,526",https://leetcode-cn.com/problems/trips-and-users
218. 天际线问题,The Skyline Problem,102,困难,"3,727","9,423",https://leetcode-cn.com/problems/the-skyline-problem
680. 验证回文字符串 Ⅱ,Valid Palindrome Ii,102,简单,"9,910","29,088",https://leetcode-cn.com/problems/valid-palindrome-ii
197. 上升的温度,Rising Temperature,102,简单,"24,637","50,777",https://leetcode-cn.com/problems/rising-temperature
486. 预测赢家,Predict The Winner,102,中等,"4,076","8,327",https://leetcode-cn.com/problems/predict-the-winner
297. 二叉树的序列化与反序列化,Serialize And Deserialize Binary Tree,102,困难,"11,075","25,886",https://leetcode-cn.com/problems/serialize-and-deserialize-binary-tree
717. 1比特与2比特字符,1 Bit And 2 Bit Characters,101,简单,"11,414","25,007",https://leetcode-cn.com/problems/1-bit-and-2-bit-characters
389. 找不同,Find The Difference,100,简单,"18,204","30,282",https://leetcode-cn.com/problems/find-the-difference
225. 用队列实现栈,Implement Stack Using Queues,98,简单,"24,190","39,340",https://leetcode-cn.com/problems/implement-stack-using-queues
119. 杨辉三角 II,Pascals Triangle Ii,98,简单,"32,387","54,762",https://leetcode-cn.com/problems/pascals-triangle-ii
171. Excel表列序号,Excel Sheet Column Number,98,简单,"26,784","40,710",https://leetcode-cn.com/problems/excel-sheet-column-number
295. 数据流的中位数,Find Median From Data Stream,98,困难,"8,174","20,087",https://leetcode-cn.com/problems/find-median-from-data-stream
474. 一和零,Ones And Zeroes,98,中等,"4,463","9,299",https://leetcode-cn.com/problems/ones-and-zeroes
456. 132模式,132 Pattern,98,中等,"5,001","20,183",https://leetcode-cn.com/problems/132-pattern
222. 完全二叉树的节点个数,Count Complete Tree Nodes,97,中等,"11,036","17,264",https://leetcode-cn.com/problems/count-complete-tree-nodes
129. 求根到叶子节点数字之和,Sum Root To Leaf Numbers,96,中等,"14,277","23,734",https://leetcode-cn.com/problems/sum-root-to-leaf-numbers
241. 为运算表达式设计优先级,Different Ways To Add Parentheses,96,中等,"5,354","7,709",https://leetcode-cn.com/problems/different-ways-to-add-parentheses
942. 增减字符串匹配,Di String Match,94,简单,"10,552","14,915",https://leetcode-cn.com/problems/di-string-match
149. 直线上最多的点数,Max Points On A Line,94,困难,"6,598","33,880",https://leetcode-cn.com/problems/max-points-on-a-line
214. 最短回文串,Shortest Palindrome,94,困难,"4,653","15,075",https://leetcode-cn.com/problems/shortest-palindrome
454. 四数相加 II,4Sum Ii,94,中等,"12,506","23,311",https://leetcode-cn.com/problems/4sum-ii
151. 翻转字符串里的单词,Reverse Words In A String,94,中等,"24,889","73,651",https://leetcode-cn.com/problems/reverse-words-in-a-string
329. 矩阵中的最长递增路径,Longest Increasing Path In A Matrix,93,困难,"7,141","18,409",https://leetcode-cn.com/problems/longest-increasing-path-in-a-matrix
377. 组合总和 Ⅳ,Combination Sum Iv,93,中等,"5,751","14,169",https://leetcode-cn.com/problems/combination-sum-iv
704. 二分查找,Binary Search,93,简单,"25,003","48,575",https://leetcode-cn.com/problems/binary-search
605. 种花问题,Can Place Flowers,93,简单,"13,477","44,218",https://leetcode-cn.com/problems/can-place-flowers
654. 最大二叉树,Maximum Binary Tree,93,中等,"8,965","11,495",https://leetcode-cn.com/problems/maximum-binary-tree
929. 独特的电子邮件地址,Unique Email Addresses,93,简单,"13,055","20,418",https://leetcode-cn.com/problems/unique-email-addresses
401. 二进制手表,Binary Watch,92,简单,"8,722","17,185",https://leetcode-cn.com/problems/binary-watch
164. 最大间距,Maximum Gap,91,困难,"8,333","15,838",https://leetcode-cn.com/problems/maximum-gap
518. 零钱兑换 II,Coin Change 2,91,中等,"5,498","11,779",https://leetcode-cn.com/problems/coin-change-2
821. 字符的最短距离,Shortest Distance To A Character,91,简单,"8,964","13,649",https://leetcode-cn.com/problems/shortest-distance-to-a-character
862. 和至少为 K 的最短子数组,Shortest Subarray With Sum At Least K,91,困难,"3,926","31,857",https://leetcode-cn.com/problems/shortest-subarray-with-sum-at-least-k
140. 单词拆分 II,Word Break Ii,91,困难,"8,922","24,042",https://leetcode-cn.com/problems/word-break-ii
166. 分数到小数,Fraction To Recurring Decimal,90,中等,"6,725","26,719",https://leetcode-cn.com/problems/fraction-to-recurring-decimal
126. 单词接龙 II,Word Ladder Ii,90,困难,"4,676","15,462",https://leetcode-cn.com/problems/word-ladder-ii
628. 三个数的最大乘积,Maximum Product Of Three Numbers,90,简单,"12,308","25,604",https://leetcode-cn.com/problems/maximum-product-of-three-numbers
877. 石子游戏,Stone Game,90,中等,"8,864","13,220",https://leetcode-cn.com/problems/stone-game
1114. 按序打印,Print In Order,89,简单,"13,142","22,733",https://leetcode-cn.com/problems/print-in-order
703. 数据流中的第K大元素,Kth Largest Element In A Stream,89,简单,"11,074","26,826",https://leetcode-cn.com/problems/kth-largest-element-in-a-stream
682. 棒球比赛,Baseball Game,89,简单,"14,171","21,869",https://leetcode-cn.com/problems/baseball-game
289. 生命游戏,Game Of Life,89,中等,"8,508","12,663",https://leetcode-cn.com/problems/game-of-life
392. 判断子序列,Is Subsequence,89,简单,"18,691","39,351",https://leetcode-cn.com/problems/is-subsequence
334. 递增的三元子序列,Increasing Triplet Subsequence,89,中等,"11,524","32,007",https://leetcode-cn.com/problems/increasing-triplet-subsequence
804. 唯一摩尔斯密码词,Unique Morse Code Words,88,简单,"19,772","26,878",https://leetcode-cn.com/problems/unique-morse-code-words
410. 分割数组的最大值,Split Array Largest Sum,87,困难,"3,482","8,692",https://leetcode-cn.com/problems/split-array-largest-sum
395. 至少有K个重复字符的最长子串,Longest Substring With At Least K Repeating Characters,87,中等,"5,454","13,188",https://leetcode-cn.com/problems/longest-substring-with-at-least-k-repeating-characters
566. 重塑矩阵,Reshape The Matrix,87,简单,"11,222","17,900",https://leetcode-cn.com/problems/reshape-the-matrix
52. N皇后 II,N Queens Ii,87,困难,"12,954","16,951",https://leetcode-cn.com/problems/n-queens-ii
754. 到达终点数字,Reach A Number,87,中等,"3,804","9,697",https://leetcode-cn.com/problems/reach-a-number
697. 数组的度,Degree Of An Array,85,简单,"8,828","17,681",https://leetcode-cn.com/problems/degree-of-an-array
453. 最小移动次数使数组元素相等,Minimum Moves To Equal Array Elements,85,简单,"7,019","13,370",https://leetcode-cn.com/problems/minimum-moves-to-equal-array-elements
307. 区域和检索 - 数组可修改,Range Sum Query Mutable,85,中等,"5,699","10,880",https://leetcode-cn.com/problems/range-sum-query-mutable
637. 二叉树的层平均值,Average Of Levels In Binary Tree,85,简单,"10,973","17,695",https://leetcode-cn.com/problems/average-of-levels-in-binary-tree
133. 克隆图,Clone Graph,85,中等,"9,599","20,206",https://leetcode-cn.com/problems/clone-graph
673. 最长递增子序列的个数,Number Of Longest Increasing Subsequence,85,中等,"4,244","12,983",https://leetcode-cn.com/problems/number-of-longest-increasing-subsequence
606. 根据二叉树创建字符串,Construct String From Binary Tree,84,简单,"7,261","14,079",https://leetcode-cn.com/problems/construct-string-from-binary-tree
57. 插入区间,Insert Interval,84,困难,"12,321","34,145",https://leetcode-cn.com/problems/insert-interval
414. 第三大的数,Third Maximum Number,84,简单,"15,700","46,778",https://leetcode-cn.com/problems/third-maximum-number
150. 逆波兰表达式求值,Evaluate Reverse Polish Notation,84,中等,"21,605","45,073",https://leetcode-cn.com/problems/evaluate-reverse-polish-notation
400. 第N个数字,Nth Digit,84,中等,"5,928","17,240",https://leetcode-cn.com/problems/nth-digit
301. 删除无效的括号,Remove Invalid Parentheses,84,困难,"4,168","9,402",https://leetcode-cn.com/problems/remove-invalid-parentheses
71. 简化路径,Simplify Path,84,中等,"20,766","54,782",https://leetcode-cn.com/problems/simplify-path
210. 课程表 II,Course Schedule Ii,83,中等,"10,279","22,660",https://leetcode-cn.com/problems/course-schedule-ii
766. 托普利茨矩阵,Toeplitz Matrix,83,简单,"8,935","14,351",https://leetcode-cn.com/problems/toeplitz-matrix
212. 单词搜索 II,Word Search Ii,83,困难,"7,341","19,170",https://leetcode-cn.com/problems/word-search-ii
117. 填充每个节点的下一个右侧节点指针 II,Populating Next Right Pointers In Each Node Ii,83,中等,"11,016","25,592",https://leetcode-cn.com/problems/populating-next-right-pointers-in-each-node-ii
263. 丑数,Ugly Number,83,简单,"20,456","42,353",https://leetcode-cn.com/problems/ugly-number
728. 自除数,Self Dividing Numbers,83,简单,"15,495","21,647",https://leetcode-cn.com/problems/self-dividing-numbers
132. 分割回文串 II,Palindrome Partitioning Ii,82,困难,"5,836","14,275",https://leetcode-cn.com/problems/palindrome-partitioning-ii
860. 柠檬水找零,Lemonade Change,82,简单,"13,278","24,950",https://leetcode-cn.com/problems/lemonade-change
192. 统计词频,Word Frequency,82,中等,"6,951","21,049",https://leetcode-cn.com/problems/word-frequency
409. 最长回文串,Longest Palindrome,82,简单,"12,767","25,054",https://leetcode-cn.com/problems/longest-palindrome
316. 去除重复字母,Remove Duplicate Letters,82,困难,"5,069","14,137",https://leetcode-cn.com/problems/remove-duplicate-letters
530. 二叉搜索树的最小绝对差,Minimum Absolute Difference In Bst,81,简单,"7,757","14,167",https://leetcode-cn.com/problems/minimum-absolute-difference-in-bst
567. 字符串的排列,Permutation In String,80,中等,"12,539","37,685",https://leetcode-cn.com/problems/permutation-in-string
763. 划分字母区间,Partition Labels,80,中等,"5,659","8,233",https://leetcode-cn.com/problems/partition-labels
399. 除法求值,Evaluate Division,80,中等,"3,632","6,889",https://leetcode-cn.com/problems/evaluate-division
233. 数字 1 的个数,Number Of Digit One,80,困难,"4,096","12,999",https://leetcode-cn.com/problems/number-of-digit-one
740. 删除与获得点数,Delete And Earn,80,中等,"2,529","5,049",https://leetcode-cn.com/problems/delete-and-earn
633. 平方数之和,Sum Of Square Numbers,80,简单,"11,076","34,549",https://leetcode-cn.com/problems/sum-of-square-numbers
326. 3的幂,Power Of Three,80,简单,"31,190","68,347",https://leetcode-cn.com/problems/power-of-three
211. 添加与搜索单词 - 数据结构设计,Add And Search Word Data Structure Design,80,中等,"5,810","14,153",https://leetcode-cn.com/problems/add-and-search-word-data-structure-design
354. 俄罗斯套娃信封问题,Russian Doll Envelopes,79,困难,"5,195","15,719",https://leetcode-cn.com/problems/russian-doll-envelopes
601. 体育馆的人流量,Human Traffic Of Stadium,79,困难,"8,452","19,228",https://leetcode-cn.com/problems/human-traffic-of-stadium
310. 最小高度树,Minimum Height Trees,79,中等,"3,598","10,910",https://leetcode-cn.com/problems/minimum-height-trees
712. 两个字符串的最小ASCII删除和,Minimum Ascii Delete Sum For Two Strings,78,中等,"2,894","4,835",https://leetcode-cn.com/problems/minimum-ascii-delete-sum-for-two-strings
227. 基本计算器 II,Basic Calculator Ii,78,中等,"8,428","24,784",https://leetcode-cn.com/problems/basic-calculator-ii
324. 摆动排序 II,Wiggle Sort Ii,78,中等,"6,490","18,756",https://leetcode-cn.com/problems/wiggle-sort-ii
458. 可怜的小猪,Poor Pigs,77,困难,"2,592","4,867",https://leetcode-cn.com/problems/poor-pigs
81. 搜索旋转排序数组 II,Search In Rotated Sorted Array Ii,77,中等,"14,313","41,368",https://leetcode-cn.com/problems/search-in-rotated-sorted-array-ii
367. 有效的完全平方数,Valid Perfect Square,77,简单,"19,374","45,354",https://leetcode-cn.com/problems/valid-perfect-square
216. 组合总和 III,Combination Sum Iii,75,中等,"11,249","16,236",https://leetcode-cn.com/problems/combination-sum-iii
451. 根据字符出现频率排序,Sort Characters By Frequency,75,中等,"10,560","17,417",https://leetcode-cn.com/problems/sort-characters-by-frequency
435. 无重叠区间,Non Overlapping Intervals,75,中等,"6,388","14,694",https://leetcode-cn.com/problems/non-overlapping-intervals
443. 压缩字符串,String Compression,75,简单,"9,302","24,553",https://leetcode-cn.com/problems/string-compression
413. 等差数列划分,Arithmetic Slices,74,中等,"7,703","13,202",https://leetcode-cn.com/problems/arithmetic-slices
421. 数组中两个数的最大异或值,Maximum Xor Of Two Numbers In An Array,74,中等,"2,399","4,177",https://leetcode-cn.com/problems/maximum-xor-of-two-numbers-in-an-array
1021. 删除最外层的括号,Remove Outermost Parentheses,74,简单,"17,057","22,666",https://leetcode-cn.com/problems/remove-outermost-parentheses
713. 乘积小于K的子数组,Subarray Product Less Than K,74,中等,"3,368","10,098",https://leetcode-cn.com/problems/subarray-product-less-than-k
849. 到最近的人的最大距离,Maximize Distance To Closest Person,74,简单,"6,311","16,742",https://leetcode-cn.com/problems/maximize-distance-to-closest-person
475. 供暖器,Heaters,73,简单,"5,736","20,104",https://leetcode-cn.com/problems/heaters
319. 灯泡开关,Bulb Switcher,73,中等,"6,597","15,136",https://leetcode-cn.com/problems/bulb-switcher
844. 比较含退格的字符串,Backspace String Compare,73,简单,"12,321","24,956",https://leetcode-cn.com/problems/backspace-string-compare
867. 转置矩阵,Transpose Matrix,73,简单,"14,528","21,921",https://leetcode-cn.com/problems/transpose-matrix
583. 两个字符串的删除操作,Delete Operation For Two Strings,73,中等,"3,807","8,325",https://leetcode-cn.com/problems/delete-operation-for-two-strings
342. 4的幂,Power Of Four,73,简单,"15,943","33,888",https://leetcode-cn.com/problems/power-of-four
485. 最大连续1的个数,Max Consecutive Ones,71,简单,"23,866","43,399",https://leetcode-cn.com/problems/max-consecutive-ones
938. 二叉搜索树的范围和,Range Sum Of Bst,71,简单,"14,718","19,462",https://leetcode-cn.com/problems/range-sum-of-bst
622. 设计循环队列,Design Circular Queue,71,中等,"17,126","43,423",https://leetcode-cn.com/problems/design-circular-queue
452. 用最少数量的箭引爆气球,Minimum Number Of Arrows To Burst Balloons,70,中等,"6,342","13,443",https://leetcode-cn.com/problems/minimum-number-of-arrows-to-burst-balloons
509. 斐波那契数,Fibonacci Number,70,简单,"29,451","45,077",https://leetcode-cn.com/problems/fibonacci-number
201. 数字范围按位与,Bitwise And Of Numbers Range,69,中等,"6,515","14,819",https://leetcode-cn.com/problems/bitwise-and-of-numbers-range
684. 冗余连接,Redundant Connection,69,中等,"4,923","9,025",https://leetcode-cn.com/problems/redundant-connection
375. 猜数字大小 II,Guess Number Higher Or Lower Ii,69,中等,"3,233","8,953",https://leetcode-cn.com/problems/guess-number-higher-or-lower-ii
500. 键盘行,Keyboard Row,68,简单,"12,413","18,294",https://leetcode-cn.com/problems/keyboard-row
87. 扰乱字符串,Scramble String,68,困难,"5,613","12,582",https://leetcode-cn.com/problems/scramble-string
525. 连续数组,Contiguous Array,68,中等,"2,561","6,437",https://leetcode-cn.com/problems/contiguous-array
503. 下一个更大元素 II,Next Greater Element Ii,68,中等,"7,423","14,566",https://leetcode-cn.com/problems/next-greater-element-ii
65. 有效数字,Valid Number,68,困难,"7,341","42,986",https://leetcode-cn.com/problems/valid-number
922. 按奇偶排序数组 II,Sort Array By Parity Ii,68,简单,"20,670","31,142",https://leetcode-cn.com/problems/sort-array-by-parity-ii
501. 二叉搜索树中的众数,Find Mode In Binary Search Tree,67,简单,"6,803","15,994",https://leetcode-cn.com/problems/find-mode-in-binary-search-tree
856. 括号的分数,Score Of Parentheses,66,中等,"3,732","6,650",https://leetcode-cn.com/problems/score-of-parentheses
498. 对角线遍历,Diagonal Traverse,66,中等,"9,339","23,754",https://leetcode-cn.com/problems/diagonal-traverse
464. 我能赢吗,Can I Win,66,中等,"2,085","6,345",https://leetcode-cn.com/problems/can-i-win
752. 打开转盘锁,Open The Lock,66,中等,"7,103","14,881",https://leetcode-cn.com/problems/open-the-lock
520. 检测大写字母,Detect Capital,66,简单,"13,117","24,242",https://leetcode-cn.com/problems/detect-capital
345. 反转字符串中的元音字母,Reverse Vowels Of A String,65,简单,"20,082","41,496",https://leetcode-cn.com/problems/reverse-vowels-of-a-string
1025. 除数博弈,Divisor Game,65,简单,"12,527","18,174",https://leetcode-cn.com/problems/divisor-game
429. N叉树的层序遍历,N Ary Tree Level Order Traversal,65,中等,"12,252","19,247",https://leetcode-cn.com/problems/n-ary-tree-level-order-traversal
447. 回旋镖的数量,Number Of Boomerangs,65,简单,"7,742","13,866",https://leetcode-cn.com/problems/number-of-boomerangs
880. 索引处的解码字符串,Decoded String At Index,65,中等,"1,773","8,238",https://leetcode-cn.com/problems/decoded-string-at-index
743. 网络延迟时间,Network Delay Time,64,中等,"4,844","10,818",https://leetcode-cn.com/problems/network-delay-time
632. 最小区间,Smallest Range Covering Elements From K Lists,64,困难,"1,629","4,879",https://leetcode-cn.com/problems/smallest-range-covering-elements-from-k-lists
380. 常数时间插入、删除和获取随机元素,Insert Delete Getrandom O1,64,中等,"7,029","14,911",https://leetcode-cn.com/problems/insert-delete-getrandom-o1
491. 递增子序列,Increasing Subsequences,64,中等,"3,040","6,937",https://leetcode-cn.com/problems/increasing-subsequences
652. 寻找重复的子树,Find Duplicate Subtrees,63,中等,"4,046","7,776",https://leetcode-cn.com/problems/find-duplicate-subtrees
914. 卡牌分组,X Of A Kind In A Deck Of Cards,63,简单,"7,480","23,135",https://leetcode-cn.com/problems/x-of-a-kind-in-a-deck-of-cards
594. 最长和谐子序列,Longest Harmonious Subsequence,63,简单,"6,296","14,351",https://leetcode-cn.com/problems/longest-harmonious-subsequence
983. 最低票价,Minimum Cost For Tickets,63,中等,"3,484","6,276",https://leetcode-cn.com/problems/minimum-cost-for-tickets
977. 有序数组的平方,Squares Of A Sorted Array,63,简单,"25,957","36,569",https://leetcode-cn.com/problems/squares-of-a-sorted-array
540. 有序数组中的单一元素,Single Element In A Sorted Array,63,中等,"5,446","9,012",https://leetcode-cn.com/problems/single-element-in-a-sorted-array
814. 二叉树剪枝,Binary Tree Pruning,63,中等,"4,774","6,690",https://leetcode-cn.com/problems/binary-tree-pruning
620. 有趣的电影,Not Boring Movies,63,简单,"29,831","40,447",https://leetcode-cn.com/problems/not-boring-movies
460. LFU缓存,Lfu Cache,62,困难,"2,087","6,156",https://leetcode-cn.com/problems/lfu-cache
894. 所有可能的满二叉树,All Possible Full Binary Trees,62,中等,"3,665","5,037",https://leetcode-cn.com/problems/all-possible-full-binary-trees
645. 错误的集合,Set Mismatch,62,简单,"7,751","19,693",https://leetcode-cn.com/problems/set-mismatch
643. 子数组最大平均数 I,Maximum Average Subarray I,62,简单,"8,906","24,391",https://leetcode-cn.com/problems/maximum-average-subarray-i
565. 数组嵌套,Array Nesting,62,中等,"2,807","5,299",https://leetcode-cn.com/problems/array-nesting
859. 亲密字符串,Buddy Strings,61,简单,"7,876","28,767",https://leetcode-cn.com/problems/buddy-strings
559. N叉树的最大深度,Maximum Depth Of N Ary Tree,61,简单,"13,979","20,704",https://leetcode-cn.com/problems/maximum-depth-of-n-ary-tree
383. 赎金信,Ransom Note,61,简单,"13,702","26,818",https://leetcode-cn.com/problems/ransom-note
LCP 1. 猜数字,Guess Numbers,61,简单,"22,052","27,073",https://leetcode-cn.com/problems/guess-numbers
332. 重新安排行程,Reconstruct Itinerary,60,中等,"3,193","9,425",https://leetcode-cn.com/problems/reconstruct-itinerary
638. 大礼包,Shopping Offers,60,中等,"2,746","4,936",https://leetcode-cn.com/problems/shopping-offers
678. 有效的括号字符串,Valid Parenthesis String,60,中等,"2,470","8,628",https://leetcode-cn.com/problems/valid-parenthesis-string
874. 模拟行走机器人,Walking Robot Simulation,60,简单,"4,650","14,928",https://leetcode-cn.com/problems/walking-robot-simulation
690. 员工的重要性,Employee Importance,60,简单,"7,457","13,493",https://leetcode-cn.com/problems/employee-importance
473. 火柴拼正方形,Matchsticks To Square,59,中等,"3,742","10,434",https://leetcode-cn.com/problems/matchsticks-to-square
662. 二叉树最大宽度,Maximum Width Of Binary Tree,59,中等,"3,651","10,566",https://leetcode-cn.com/problems/maximum-width-of-binary-tree
807. 保持城市天际线,Max Increase To Keep City Skyline,59,中等,"6,943","8,756",https://leetcode-cn.com/problems/max-increase-to-keep-city-skyline
495. 提莫攻击,Teemo Attacking,59,中等,"5,683","10,935",https://leetcode-cn.com/problems/teemo-attacking
417. 太平洋大西洋水流问题,Pacific Atlantic Water Flow,58,中等,"3,737","9,493",https://leetcode-cn.com/problems/pacific-atlantic-water-flow
477. 汉明距离总和,Total Hamming Distance,58,中等,"3,469","7,366",https://leetcode-cn.com/problems/total-hamming-distance
589. N叉树的前序遍历,N Ary Tree Preorder Traversal,58,简单,"14,867","20,968",https://leetcode-cn.com/problems/n-ary-tree-preorder-traversal
852. 山脉数组的峰顶索引,Peak Index In A Mountain Array,58,简单,"17,648","25,687",https://leetcode-cn.com/problems/peak-index-in-a-mountain-array
686. 重复叠加字符串匹配,Repeated String Match,58,简单,"5,975","18,380",https://leetcode-cn.com/problems/repeated-string-match
692. 前K个高频单词,Top K Frequent Words,57,中等,"5,661","12,204",https://leetcode-cn.com/problems/top-k-frequent-words
679. 24 点游戏,24 Game,57,困难,"2,271","5,612",https://leetcode-cn.com/problems/24-game
386. 字典序排数,Lexicographical Numbers,57,中等,"4,821","7,255",https://leetcode-cn.com/problems/lexicographical-numbers
154. 寻找旋转排序数组中的最小值 II,Find Minimum In Rotated Sorted Array Ii,57,困难,"10,382","22,508",https://leetcode-cn.com/problems/find-minimum-in-rotated-sorted-array-ii
994. 腐烂的橘子,Rotting Oranges,57,简单,"5,562","12,050",https://leetcode-cn.com/problems/rotting-oranges
341. 扁平化嵌套列表迭代器,Flatten Nested List Iterator,57,中等,"4,560","7,502",https://leetcode-cn.com/problems/flatten-nested-list-iterator
796. 旋转字符串,Rotate String,56,简单,"6,644","13,630",https://leetcode-cn.com/problems/rotate-string
